activity,module_code,module_short_title,module_leader,assm_type,assm_component,assm_sem,sem_1_cred,sem_2_cred,assm_percent,start_date,time_released_to_students_9_30am,spot_date,submission_time_2pm_for_cw_9_30am_for_24hr_tests,end_date,reminder_sent,date_of_when_marks_feedback_were_released_to_students,late_y_n,if_late_why,assessment_title_for_ness_canvas,check_ness_assessment_matches_mof,set_up_coursework_exam_on_ness,submission_point_added_to_canvas,query,notes,faculty_marketing_document_added
CHY8835 Other Assessment Alternate assessment for topics covered in second half of,CHY8835,Further Organic Chemistry,Dr MJ Hall,Other Assessment,Written Exercise,1,10,0,50,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHY8836 Other Assessment 2 x Peer assessed exercises,CHY8836,Synthetic Methodology for Drugs,Dr MA Carroll,Other Assessment,Prob Solv Exercises,1,20,0,30,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHY8836 Other Assessment Alternate written assessment,CHY8836,Synthetic Methodology for Drugs,Dr MA Carroll,Other Assessment,Written Exercise,1,20,0,70,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHY8838 Other Assessment Topics - Produce a literature review from a selection of,CHY8838,Biopharmaceuticals,Dr AK Bronowska,Other Assessment,Computer Assessment,2,0,10,100,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHY8840 Other Assessment Alternative assessment,CHY8840,Recent Advances in Chemistry Research,Dr AR Pike,Other Assessment,Computer Assessment,2,10,10,60,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHY8840 Other Assessment Recent research from Newcastle University (~5 pages),CHY8840,Recent Advances in Chemistry Research,Dr AR Pike,Other Assessment,Written Exercise,1,10,10,40,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHY8841 Other Assessment Alternate assessment - semester 1,CHY8841,Contemporary Inorganic and Physical Chem,Dr AR Pike,Other Assessment,Written Exercise,1,10,10,50,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHY8841 Other Assessment Alternate assessment - semester 2,CHY8841,Contemporary Inorganic and Physical Chem,Dr AR Pike,Other Assessment,Written Exercise,2,10,10,50,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ICM0026 Formative Assessment Completion of log book demonstrating skills and learning,ICM0026,Intercalating module for F102/F122,Dr LJ Higham,Formative Assessment,Written Exercise,2,60,60,0,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ICM0026 Other Assessment Report compiled by placement supervisor,ICM0026,Intercalating module for F102/F122,Dr LJ Higham,Other Assessment,Report,2,60,60,100,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ICM0053 Formative Assessment Completion of log book demonstrating skills and learning,ICM0053,Intercalating module for Study Abroad,Dr F Cucinotta,Formative Assessment,Written Exercise,2,60,60,0,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ICM0053 Other Assessment Report compiled by Supervisor at host institution,ICM0053,Intercalating module for Study Abroad,Dr F Cucinotta,Other Assessment,Report,2,60,60,100,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ICM0056 Other Assessment Please refer to Zero Weighted Pass/Fail Assessment,ICM0056,Intercalating Module for SNES,Mr KA Christensen,Other Assessment,Prof Skill Assessmnt,2,60,60,100,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ICM0056 Pass/Fail Confirmation from placement provider.,ICM0056,Intercalating Module for SNES,Mr KA Christensen,Pass/Fail,Observ of Prof Pract,#,60,60,0,2022-09-01,NA,2022-09-02,NA,2022-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1201 Formative Assessment 1000 word (or equivalent) formative coursework 1,MST1201,Marine Biology,Dr HE Sugden,Formative Assessment,Written Exercise,1,20,0,0,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1201 Other Assessment Summative coursework 2 Part 1 - online MCQ quiz,MST1201,Marine Biology,Dr HE Sugden,Other Assessment,Computer Assessment,1,20,0,30,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1201 Other Assessment 1500 word summative coursework 2 Part 2,MST1201,Marine Biology,Dr HE Sugden,Other Assessment,Essay,1,20,0,40,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MST1201 Other Assessment 1,000 word (or equivalent) summative coursework 1",MST1201,Marine Biology,Dr HE Sugden,Other Assessment,Written Exercise,1,20,0,30,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1202 Formative Assessment 1000 word (or equivalent) formative coursework 1,MST1202,Diversity of Marine Animals,Dr BD Wigham,Formative Assessment,Written Exercise,1,20,0,0,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1202 Other Assessment Summative coursework 2 Part 1 - online MCQ,MST1202,Diversity of Marine Animals,Dr BD Wigham,Other Assessment,Computer Assessment,1,20,0,30,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1202 Other Assessment Summative coursework 2 Part 2 - 1500 word essay,MST1202,Diversity of Marine Animals,Dr BD Wigham,Other Assessment,Essay,1,20,0,40,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1202 Other Assessment 1000 word (or equivalent) summative coursework 1,MST1202,Diversity of Marine Animals,Dr BD Wigham,Other Assessment,Written Exercise,1,20,0,30,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1203 Exam 24hr exam pass/fail - Online MCQ Quiz/Test,MST1203,The Marine Environment,Dr G Uher,Exam,Written Examination,2,0,20,30,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1203 Formative Assessment Worksheet based on workshop 1,MST1203,The Marine Environment,Dr G Uher,Formative Assessment,Written Exercise,2,0,20,0,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1203 Other Assessment 1000 word (or equivalent) Summative coursework 1,MST1203,The Marine Environment,Dr G Uher,Other Assessment,Written Exercise,2,0,20,30,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1203 Other Assessment 1500 word Summative Coursework - Part 2,MST1203,The Marine Environment,Dr G Uher,Other Assessment,Written Exercise,2,0,20,40,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1204 Formative Assessment Formative group poster linked to presentation,MST1204,Study Skills,Dr S Marsham,Formative Assessment,Poster,1,10,10,0,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1204 Formative Assessment Two formative tutorial exercises,MST1204,Study Skills,Dr S Marsham,Formative Assessment,Prob Solv Exercises,2,10,10,0,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1204 Formative Assessment Three formative tutorial exercises,MST1204,Study Skills,Dr S Marsham,Formative Assessment,Written Exercise,1,10,10,0,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1204 Formative Assessment One formative tutorial exercise,MST1204,Study Skills,Dr S Marsham,Formative Assessment,Written Exercise,2,10,10,0,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1204 Other Assessment 90 min data handling test,MST1204,Study Skills,Dr S Marsham,Other Assessment,Computer Assessment,2,10,10,35,2023-08-31,NA,2023-09-22,NA,2023-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1204 Other Assessment 15 minute group presentation linked to report,MST1204,Study Skills,Dr S Marsham,Other Assessment,Prof Skill Assessmnt,1,10,10,25,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MST1204 Other Assessment Maximum 1,500 words individual report linked to UN",MST1204,Study Skills,Dr S Marsham,Other Assessment,Report,1,10,10,40,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1205 Formative Assessment Notes from formative practical exercises (Practical,MST1205,Marine Practical Skills 1,Dr G Uher,Formative Assessment,Practical/Lab Report,1,10,10,0,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1205 Formative Assessment Notes from formative practical exercises (Practical,MST1205,Marine Practical Skills 1,Dr G Uher,Formative Assessment,Practical/Lab Report,1,10,10,0,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1205 Formative Assessment Notes from formative practical exercises (Practical,MST1205,Marine Practical Skills 1,Dr G Uher,Formative Assessment,Practical/Lab Report,2,10,10,0,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1205 Formative Assessment Notes from formative practical exercises (Practical,MST1205,Marine Practical Skills 1,Dr G Uher,Formative Assessment,Practical/Lab Report,2,10,10,0,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1205 Formative Assessment Five formative practical exercises,MST1205,Marine Practical Skills 1,Dr G Uher,Formative Assessment,Prof Skill Assessmnt,1,10,10,0,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1205 Formative Assessment Four formative practical exercises,MST1205,Marine Practical Skills 1,Dr G Uher,Formative Assessment,Prof Skill Assessmnt,2,10,10,0,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1205 Other Assessment 7500 word equivalent report on a laboratory exercise -,MST1205,Marine Practical Skills 1,Dr G Uher,Other Assessment,Practical/Lab Report,1,10,10,25,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1205 Other Assessment 750 word equivalent report on a laboratory exercise -,MST1205,Marine Practical Skills 1,Dr G Uher,Other Assessment,Practical/Lab Report,2,10,10,25,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1205 Other Assessment 750 word equivalent report on a field exercise,MST1205,Marine Practical Skills 1,Dr G Uher,Other Assessment,Practical/Lab Report,2,10,10,25,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1205 Other Assessment 500 word equivalent report on a laboratory based problem,MST1205,Marine Practical Skills 1,Dr G Uher,Other Assessment,Prob Solv Exercises,1,10,10,25,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1206 Exam Alternate written examination,MST1206,Microbiology and Primary Producers,Professor JG Burgess,Exam,Written Examination,2,0,20,70,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1206 Formative Assessment 1000 word (or equivalent) Formative coursework 1,MST1206,Microbiology and Primary Producers,Professor JG Burgess,Formative Assessment,Written Exercise,2,0,20,0,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MST1206 Other Assessment 1,000 word or equivalent coursework assessment",MST1206,Microbiology and Primary Producers,Professor JG Burgess,Other Assessment,Written Exercise,2,0,20,30,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1207 Exam Assessment 3: Online Quiz/Test (24 hours),MST1207,Introductory Oceanography,Dr G Uher,Exam,Written Examination,2,0,10,30,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1207 Other Assessment 500 words (or equivalent) summative coursework 1,MST1207,Introductory Oceanography,Dr G Uher,Other Assessment,Written Exercise,2,0,10,30,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST1207 Other Assessment 750 word?Summative Coursework 2 Part 2,MST1207,Introductory Oceanography,Dr G Uher,Other Assessment,Written Exercise,2,0,10,40,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST2201 Formative Assessment 1000 word (or equivalent) Formative coursework 1,MST2201,Ecology of Marine Systems,Dr JE Delany,Formative Assessment,Written Exercise,1,20,0,0,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST2201 Other Assessment Summative Coursework 2 Part 1 - online MCQ quiz,MST2201,Ecology of Marine Systems,Dr JE Delany,Other Assessment,Computer Assessment,1,20,0,30,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST2201 Other Assessment 1500 word Summative Coursework 2 Part 2,MST2201,Ecology of Marine Systems,Dr JE Delany,Other Assessment,Essay,1,20,0,40,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST2201 Other Assessment 1000 word (or equivalent) Summative coursework 1,MST2201,Ecology of Marine Systems,Dr JE Delany,Other Assessment,Written Exercise,1,20,0,30,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST2202 Other Assessment Coursework exercise (1000 words),MST2202,Applied Marine Biology,Dr GS Caldwell,Other Assessment,Written Exercise,2,0,20,30,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST2202 Other Assessment Coursework exercise (3000 words),MST2202,Applied Marine Biology,Dr GS Caldwell,Other Assessment,Written Exercise,2,0,20,70,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST2203 Other Assessment Written exercise (maximum 1000 words),MST2203,Oceans and Climate I,Dr MA Morales Maqueda,Other Assessment,Written Exercise,1,20,0,30,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST2203 Other Assessment Written exercise consisting of two parts: 1. questions with,MST2203,Oceans and Climate I,Dr MA Morales Maqueda,Other Assessment,Written Exercise,1,20,0,70,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MST2204 Formative Assessment Formative essay 1,000 words",MST2204,Research and Employability Skills,Dr HE Sugden,Formative Assessment,Essay,1,10,10,0,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MST2204 Formative Assessment Formative essay 1,000 words",MST2204,Research and Employability Skills,Dr HE Sugden,Formative Assessment,Essay,1,10,10,0,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MST2204 Formative Assessment Formative essay 1,000 words",MST2204,Research and Employability Skills,Dr HE Sugden,Formative Assessment,Essay,2,10,10,0,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MST2204 Formative Assessment Formative essay 1,000 words",MST2204,Research and Employability Skills,Dr HE Sugden,Formative Assessment,Essay,2,10,10,0,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST2204 Formative Assessment Three online statistical exercises using Numbas,MST2204,Research and Employability Skills,Dr HE Sugden,Formative Assessment,Prob Solv Exercises,1,10,10,0,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST2204 Formative Assessment Two page Research Project proposal for Stage 3,MST2204,Research and Employability Skills,Dr HE Sugden,Formative Assessment,Research Proposal,2,10,10,0,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST2204 Formative Assessment Two page CV and one page Covering Letter to apply for,MST2204,Research and Employability Skills,Dr HE Sugden,Formative Assessment,Written Exercise,1,10,10,0,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST2204 Formative Assessment Placement Plan in format of SMART targets,MST2204,Research and Employability Skills,Dr HE Sugden,Formative Assessment,Written Exercise,2,10,10,0,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST2204 Other Assessment Problem solving and data interpretation,MST2204,Research and Employability Skills,Dr HE Sugden,Other Assessment,Computer Assessment,1,10,10,40,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MST2204 Other Assessment Library Project Essay 1,500 words",MST2204,Research and Employability Skills,Dr HE Sugden,Other Assessment,Essay,2,10,10,30,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST2204 Other Assessment 15 minute oral presentation linked to Library Project essay,MST2204,Research and Employability Skills,Dr HE Sugden,Other Assessment,Prof Skill Assessmnt,2,10,10,10,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MST2204 Other Assessment Reflective Log 1,000 words",MST2204,Research and Employability Skills,Dr HE Sugden,Other Assessment,Reflective Log,2,10,10,20,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST2205 Formative Assessment Field report,MST2205,Marine Practical Skills II,Dr G Uher,Formative Assessment,Practical/Lab Report,1,10,10,0,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST2205 Formative Assessment Two formative practical exercises.,MST2205,Marine Practical Skills II,Dr G Uher,Formative Assessment,Prob Solv Exercises,1,10,10,0,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST2205 Other Assessment Two field course worksheets (boat practical and,MST2205,Marine Practical Skills II,Dr G Uher,Other Assessment,Practical/Lab Report,2,10,10,30,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MST2205 Other Assessment Toxicology practical report, 1000 words.",MST2205,Marine Practical Skills II,Dr G Uher,Other Assessment,Practical/Lab Report,2,10,10,15,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MST2205 Other Assessment Rocky shore practical report, 1000 words.",MST2205,Marine Practical Skills II,Dr G Uher,Other Assessment,Practical/Lab Report,2,10,10,25,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MST2205 Other Assessment Mytilus feeding physiology poster, 1000 word equivalent.",MST2205,Marine Practical Skills II,Dr G Uher,Other Assessment,Prof Skill Assessmnt,1,10,10,15,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST2205 Other Assessment Biodiversity test.,MST2205,Marine Practical Skills II,Dr G Uher,Other Assessment,Prof Skill Assessmnt,2,10,10,15,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST2206 Exam Summative assessment 2 Part 1: Short notes 24hr exam.,MST2206,Deep-Sea and Polar Biology,Dr BD Wigham,Exam,Written Examination,2,0,20,35,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST2206 Exam Summative assessment 2 Part 2: Essay 24hr exam.,MST2206,Deep-Sea and Polar Biology,Dr BD Wigham,Exam,Written Examination,2,0,20,35,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MST2206 Formative Assessment Data collection, presentation and analysis exercise (1000",MST2206,Deep-Sea and Polar Biology,Dr BD Wigham,Formative Assessment,Prob Solv Exercises,2,0,20,0,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MST2206 Other Assessment Data collection, presentation and analysis exercise (1000",MST2206,Deep-Sea and Polar Biology,Dr BD Wigham,Other Assessment,Prob Solv Exercises,2,0,20,30,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MST2207 Formative Assessment Data collection, presentation and analysis exercise (1000",MST2207,Marine Vertebrates,Professor P Berggren,Formative Assessment,Prob Solv Exercises,2,0,20,0,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MST2207 Other Assessment Data collection, presentation and analysis exercise (1000",MST2207,Marine Vertebrates,Professor P Berggren,Other Assessment,Prob Solv Exercises,2,0,20,30,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST2207 Other Assessment 24hr take-home exam format comprising both short answer and,MST2207,Marine Vertebrates,Professor P Berggren,Other Assessment,Written Exercise,2,0,20,70,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST3101 Formative Assessment 1500-word formative Coursework 1,MST3101,Advanced Marine Biology,Professor AS Clare,Formative Assessment,Essay,1,30,0,0,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST3101 Other Assessment 1500-word Summative Coursework 1,MST3101,Advanced Marine Biology,Professor AS Clare,Other Assessment,Essay,1,30,0,33,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST3101 Other Assessment 1500-word Summative Coursework 2,MST3101,Advanced Marine Biology,Professor AS Clare,Other Assessment,Essay,1,30,0,33,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST3101 Other Assessment 1500-word Summative Coursework 1,MST3101,Advanced Marine Biology,Professor AS Clare,Other Assessment,Essay,1,30,0,34,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST3102 Other Assessment Written coursework testing knowledge from module (max 2000,MST3102,Advanced Marine Zoology,Dr WDK Reid,Other Assessment,Written Exercise,2,0,30,50,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST3102 Other Assessment Written exercise with two questions from each of the four,MST3102,Advanced Marine Zoology,Dr WDK Reid,Other Assessment,Written Exercise,2,0,30,50,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST3103 Formative Assessment Ecosystem practical worksheet,MST3103,Advanced Oceanography,Professor RC Upstill-Goddard,Formative Assessment,Practical/Lab Report,2,0,30,0,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST3103 Other Assessment Written exercise consisting of two essay and/ or data,MST3103,Advanced Oceanography,Professor RC Upstill-Goddard,Other Assessment,Written Exercise,2,0,30,50,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST3104 Exam 15 minute Scientific Conference oral presentation,MST3104,Research Project: Marine Biology,Dr G Uher,Exam,Oral Presentation,2,30,30,15,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST3104 Formative Assessment Research Project notebook,MST3104,Research Project: Marine Biology,Dr G Uher,Formative Assessment,Portfolio,2,30,30,0,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST3104 Formative Assessment Research Project Proposal - maximum two pages in length,MST3104,Research Project: Marine Biology,Dr G Uher,Formative Assessment,Research Proposal,1,30,30,0,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST3104 Formative Assessment Scientific word presentation abstract - 250 words,MST3104,Research Project: Marine Biology,Dr G Uher,Formative Assessment,Written Exercise,2,30,30,0,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST3104 Other Assessment 5000 word research project report,MST3104,Research Project: Marine Biology,Dr G Uher,Other Assessment,Research Paper,2,30,30,60,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST3104 Other Assessment 5000 word literature review,MST3104,Research Project: Marine Biology,Dr G Uher,Other Assessment,Written Exercise,1,30,30,25,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST3105 Exam Scientific Conference - 15 Minute oral presentation,MST3105,Research Project: Marine Zoology,Dr G Uher,Exam,Oral Presentation,2,30,30,15,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST3105 Formative Assessment Research Project notebook,MST3105,Research Project: Marine Zoology,Dr G Uher,Formative Assessment,Portfolio,2,30,30,0,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST3105 Formative Assessment Research Project Proposal - maximum two pages in length,MST3105,Research Project: Marine Zoology,Dr G Uher,Formative Assessment,Research Proposal,1,30,30,0,2022-08-31,NA,2022-09-01,NA,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MST3105 Formative Assessment Scientific conference abstract - 250 words,MST3105,Research Project: Marine Zoology,Dr G Uher,Formative Assessment,Written Exercise,2,30,30,0,2023-08-31,NA,2023-09-01,NA,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
